duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,root_shell,label
252,2,0,2,3871,3387,1,6,40,24,4,0,0
326,2,2,2,3293,60,1,36,46,27,3,1,0
748,0,0,0,3958,2876,0,33,1,48,2,1,0
944,0,3,1,628,1586,0,29,95,35,1,1,4
827,1,3,2,3695,4783,1,74,63,83,4,1,3
10,1,0,3,1599,4372,1,26,10,19,0,1,0
918,0,2,0,1223,2474,0,15,9,87,4,0,0
297,1,2,3,636,2469,1,61,21,18,0,1,0
344,1,0,3,765,1700,1,82,71,18,3,0,1
826,1,1,3,3785,941,1,7,26,2,1,0,0
215,1,4,3,3919,4217,0,58,66,30,1,0,4
39,1,4,2,3780,435,0,90,7,63,0,1,4
582,0,2,1,3309,1263,0,20,46,5,4,1,2
49,2,3,3,889,3020,0,86,14,55,4,0,2
634,2,2,1,2784,288,1,95,1,27,4,0,0
765,2,3,2,1645,3716,1,35,52,21,3,1,4
847,2,4,3,1103,3945,0,96,14,7,4,0,2
194,0,2,3,252,1534,0,0,76,62,4,0,2
785,2,1,2,4444,3341,1,46,55,49,0,1,1
194,1,1,1,3609,814,0,69,99,0,2,1,2
284,0,3,0,480,3634,1,68,10,24,0,1,0
219,0,3,3,448,3233,0,53,37,41,4,0,1
934,1,4,3,607,163,0,46,76,11,0,0,0
768,1,0,1,63,288,1,45,25,78,0,1,4
143,1,1,1,1335,951,1,70,23,48,0,0,4
205,1,3,2,4625,3157,1,0,11,17,4,0,0
859,0,1,1,2320,132,1,6,47,27,0,1,1
316,1,2,1,317,4031,0,92,39,59,3,0,0
768,1,4,3,2832,1538,0,85,22,80,0,0,2
251,2,0,3,4155,1136,0,37,12,58,0,0,4
693,1,0,1,1407,1684,0,84,94,74,0,0,0
97,1,1,2,3058,3693,1,7,81,36,2,0,0
277,0,3,3,2059,4760,1,39,55,61,1,1,4
744,2,2,2,4860,229,0,10,97,0,1,1,0
937,0,1,0,1908,229,1,56,8,75,4,1,0
970,1,3,2,1926,408,0,63,45,56,0,1,1
514,0,3,0,855,4441,0,71,41,80,3,1,2
520,1,3,3,117,4674,1,90,41,60,2,1,1
973,0,4,2,3171,182,0,7,98,87,4,0,3
444,2,1,2,246,2138,0,16,85,82,4,1,2
238,2,1,2,1409,3457,1,28,65,59,1,0,2
99,0,0,0,2503,1318,0,93,61,58,4,1,3
180,1,1,3,71,3327,1,78,41,8,1,1,1
840,2,3,2,3236,4867,1,14,21,7,2,0,2
196,1,4,2,4631,355,0,94,37,43,2,1,1
289,1,1,2,4244,4551,0,27,4,0,4,1,4
240,0,3,0,2401,3455,0,12,11,86,3,0,2
585,2,0,1,3472,2289,1,96,89,57,2,0,2
398,2,2,2,141,774,1,22,97,4,0,0,3
810,2,1,0,4938,692,0,22,53,39,3,0,1
714,1,1,0,2793,3487,0,92,64,12,3,1,0
709,1,3,1,1827,4103,0,58,15,63,3,1,0
10,2,0,0,2583,1583,1,26,6,69,3,1,3
249,1,2,0,323,947,1,51,39,78,4,1,2
60,2,2,2,861,3683,1,43,65,44,4,1,2
6,1,0,2,104,1731,0,89,56,37,0,0,1
989,1,3,2,2064,4789,1,71,33,42,4,1,4
830,0,1,2,4278,3112,1,44,49,43,3,1,2
125,0,1,2,1118,1527,1,82,51,2,1,1,4
861,2,2,0,4087,4025,1,3,36,0,2,0,2
338,2,0,0,4733,1758,1,94,86,50,4,1,3
810,2,3,2,1097,3057,0,94,58,43,2,1,4
609,1,3,2,4218,2715,1,17,86,82,0,0,4
441,1,4,0,4738,4742,0,86,62,90,0,1,4
996,1,2,1,197,4626,1,55,24,68,0,1,0
982,0,0,3,1785,4619,0,52,67,20,1,1,4
184,2,1,2,4728,213,0,48,60,6,3,0,3
335,2,1,1,3446,428,0,59,96,26,3,1,0
455,2,3,3,2544,3704,0,67,85,80,3,1,0
616,0,1,1,1548,2046,1,16,51,74,0,0,1
62,0,3,3,1395,1701,0,68,77,44,0,1,0
738,0,2,2,4362,4576,0,99,54,5,4,1,0
703,2,2,0,4942,4850,0,62,53,82,0,1,3
467,2,1,0,1987,3888,1,67,79,38,1,1,2
363,2,4,2,4039,3411,0,86,20,47,3,0,3
786,2,4,1,4997,1267,0,77,61,61,0,1,3
845,0,4,2,4528,3600,1,69,12,91,1,0,2
558,1,4,2,352,1039,0,71,1,99,3,0,1
80,1,3,0,1468,1642,1,50,87,36,2,0,1
210,0,1,0,914,3608,0,54,22,62,1,0,3
653,2,2,1,2237,890,0,69,81,96,2,0,4
231,1,4,0,3781,1632,0,62,82,80,4,0,0
450,2,1,3,4912,325,0,74,62,33,2,0,0
730,1,4,1,4078,3277,1,49,81,97,1,0,1
531,0,0,2,974,4059,0,88,63,71,2,1,4
514,1,1,3,835,3060,1,38,86,48,0,1,4
458,2,1,2,3872,746,1,41,75,66,4,1,1
55,1,0,3,4332,3253,1,0,12,56,4,0,1
885,1,0,2,426,1182,1,93,35,76,0,0,3
398,1,1,3,1978,4199,1,75,33,89,0,0,0
82,2,4,2,4528,3019,1,1,54,73,1,1,1
196,2,0,2,3464,2899,1,82,97,66,1,1,3
616,1,4,2,4217,1847,1,95,99,13,0,0,1
491,2,0,2,1,2716,0,11,66,98,0,1,0
186,0,2,2,4335,4208,0,77,57,3,2,1,1
945,0,1,3,3245,4181,1,65,18,43,4,1,4
315,0,1,0,1999,4740,1,29,27,52,1,0,1
927,1,1,3,963,493,0,25,76,12,1,1,0
609,2,3,2,2400,2098,0,10,40,87,1,0,1
999,1,0,3,316,2121,0,39,65,86,2,0,2
752,2,2,3,3110,337,0,13,74,86,0,1,0
335,2,3,1,2654,700,0,87,91,34,0,0,4
721,1,1,0,3017,1716,1,76,88,45,3,1,2
362,1,0,3,3929,1248,1,39,36,5,4,0,4
872,2,3,2,1243,4156,1,34,57,69,1,1,0
244,2,0,3,60,516,0,90,30,40,0,0,0
990,1,3,2,71,232,1,34,98,56,2,1,2
249,1,4,3,2960,4266,0,44,26,40,1,0,3
259,0,4,3,3296,3236,1,83,15,33,3,0,4
15,1,2,3,820,712,1,91,93,40,1,0,0
156,0,0,1,4268,3781,0,15,86,30,0,1,0
994,2,1,3,1711,4129,0,77,62,97,2,1,3
962,0,1,2,3568,1300,1,60,47,51,0,1,0
634,1,2,3,745,1020,1,41,30,54,3,0,4
641,2,1,0,3393,3994,0,57,23,20,4,1,4
820,1,2,2,3974,1544,1,28,25,37,4,0,4
776,2,3,2,2107,278,1,12,45,87,0,1,2
752,1,4,2,3683,4292,1,74,51,26,3,1,3
22,2,3,0,1530,4834,0,2,7,25,2,1,0
407,0,2,1,881,1596,0,4,94,79,0,0,0
52,2,2,2,3086,57,1,24,13,60,3,1,1
918,2,3,1,2754,4956,1,76,40,39,3,0,0
835,1,1,0,461,1196,0,16,38,30,2,0,2
729,1,4,2,160,3149,0,24,58,21,2,0,0
512,0,4,3,2460,3439,1,52,92,49,2,1,3
965,1,3,3,1054,2238,1,79,38,16,0,1,0
236,2,1,1,2308,3282,0,35,31,64,1,0,3
78,0,0,2,988,5,0,90,36,79,3,1,2
667,0,4,0,3227,466,0,18,10,29,0,1,1
142,1,4,2,4883,1357,0,34,97,62,4,0,4
106,1,1,2,2515,3698,1,76,87,0,4,0,0
99,2,3,1,4355,4093,0,33,10,84,0,0,4
0,2,2,1,2812,390,1,84,89,24,2,1,0
725,1,3,2,2516,8,0,87,86,17,4,0,0
317,0,3,2,982,2337,1,31,14,16,3,0,4
826,0,2,1,4656,4215,0,94,46,22,1,1,1
807,1,4,1,4876,705,1,10,64,17,1,1,0
323,0,0,1,3752,419,0,10,72,26,1,1,4
194,0,4,0,1416,2416,1,21,14,95,4,0,0
594,0,3,1,574,3743,0,70,11,88,3,1,4
101,0,1,0,4115,1942,0,58,72,74,4,0,4
956,0,2,0,4276,3734,0,79,32,82,3,0,0
797,2,1,1,3252,596,0,73,28,30,2,1,1
500,1,0,0,3666,3230,1,83,73,12,1,0,1
310,0,0,3,3655,1557,1,17,96,25,2,1,4
983,0,3,1,3791,3525,0,83,58,23,1,1,0
893,2,0,1,3469,4400,0,90,92,26,2,1,2
763,0,3,0,3083,1235,1,85,68,10,3,1,3
132,1,4,3,1189,764,0,33,78,32,4,0,1
610,1,2,2,4334,3826,1,5,17,37,1,0,4
279,1,4,3,2797,3461,0,45,22,62,1,0,2
631,0,1,0,3975,800,1,61,67,17,3,1,0
55,0,3,3,1608,3545,1,49,31,50,0,0,1
498,0,1,1,2370,4365,0,30,98,72,1,1,3
62,2,3,2,4728,1089,0,87,83,33,2,0,3
447,2,4,3,4889,2964,1,60,75,19,2,0,0
263,1,1,1,777,4317,0,11,9,15,4,1,4
840,0,0,0,1801,4784,0,86,19,27,2,1,1
672,1,4,2,208,2819,1,19,48,51,4,1,1
496,2,3,2,389,543,1,31,93,16,1,0,3
799,2,3,0,2112,3113,0,95,18,98,3,1,2
282,2,1,2,335,4283,0,80,63,32,2,1,3
315,0,1,2,3106,3043,1,28,94,52,3,1,3
963,0,0,3,99,4132,0,19,68,70,4,1,1
246,0,4,0,1659,4900,1,5,68,9,4,0,3
815,1,3,2,379,2646,0,35,78,75,4,0,3
370,2,2,0,2798,4540,0,65,48,95,1,1,0
738,0,2,0,1612,136,1,5,71,46,1,0,0
673,1,1,0,3850,3182,1,32,97,8,3,0,2
173,1,4,2,3489,1406,1,3,76,1,2,0,1
796,2,3,1,3921,3073,1,11,84,50,3,1,2
698,0,0,1,258,3318,1,34,8,26,1,0,3
862,0,3,1,3471,4394,0,49,26,33,4,0,4
441,1,0,1,4013,4315,0,62,71,16,3,1,0
42,0,1,2,692,3797,0,29,52,2,4,1,2
537,0,4,0,4060,3074,0,92,11,63,2,0,3
532,2,0,2,4503,3521,1,1,61,67,1,0,0
374,1,0,2,4493,1920,0,40,12,31,2,0,4
532,0,1,0,4976,1258,0,99,63,57,2,1,1
230,1,2,3,3419,3248,0,45,94,88,4,0,0
365,2,1,3,4861,3892,1,66,11,45,1,0,3
415,0,1,3,962,1485,0,93,85,10,3,1,1
960,2,4,2,743,2107,1,98,88,45,0,1,4
691,1,0,0,3938,1618,1,64,12,11,4,0,1
126,0,0,3,280,2936,1,93,44,60,4,1,2
205,0,3,3,4549,3453,1,4,54,33,1,1,3
575,0,4,0,2174,648,0,0,13,66,3,0,4
99,0,3,2,1146,110,1,16,22,51,3,1,3
695,1,4,1,4664,262,0,27,0,3,2,1,2
719,0,2,0,2797,3670,0,87,82,67,1,0,4
246,2,3,0,1461,1607,1,42,60,19,3,1,2
769,1,2,1,2130,243,1,17,77,35,3,1,3
883,2,1,0,2455,769,1,66,48,50,2,1,3
219,1,4,1,990,4127,0,84,5,52,1,1,1
845,0,2,2,1015,2973,1,96,46,81,3,0,4
975,0,0,2,605,4843,1,25,43,22,4,0,1
505,2,2,3,3738,1343,0,1,11,98,2,0,0
213,1,1,3,1030,2613,0,97,60,72,4,0,4
978,1,1,3,1973,3723,0,64,51,99,1,1,3
465,1,4,0,148,1108,1,2,91,82,0,0,3
611,2,3,0,4302,3948,1,13,19,65,4,0,3
34,1,0,0,3530,1443,1,66,95,56,1,0,0
288,0,2,0,4545,3329,1,6,29,87,1,1,0
690,2,4,1,3694,3264,1,94,58,90,0,0,3
227,2,1,1,1914,4389,0,36,39,99,3,0,2
366,0,0,1,2532,3521,0,65,67,31,0,1,1
15,0,4,1,907,3736,1,19,33,83,4,0,3
290,0,2,1,2226,3803,0,39,41,86,1,0,2
327,0,3,0,759,279,1,70,27,87,1,0,3
398,0,4,0,670,2454,1,46,34,60,4,0,0
773,1,2,1,2796,4763,1,37,41,34,4,1,4
354,0,4,1,4065,978,0,14,92,21,4,0,4
122,2,4,1,4651,2619,1,22,71,18,1,0,1
802,2,4,3,1284,4132,0,79,49,66,3,0,1
209,2,2,1,1263,1854,0,74,87,86,1,1,2
60,2,2,2,999,3919,0,89,62,81,3,0,1
878,0,1,0,2001,3653,1,9,56,93,0,1,3
880,0,1,3,3645,982,1,75,53,63,1,1,3
37,2,1,0,475,1578,1,79,31,65,4,0,4
716,2,1,2,223,1984,0,20,82,48,4,0,2
539,0,4,1,3900,1408,0,94,99,50,3,0,0
851,2,1,3,488,1391,0,42,46,66,4,0,3
222,1,1,3,2545,2461,0,58,78,18,0,1,1
837,2,2,3,3857,810,0,50,21,55,3,0,4
198,1,0,0,72,3004,1,86,53,82,0,1,0
823,1,4,0,2033,3080,1,51,36,30,0,1,1
518,0,1,0,2133,4149,0,59,34,26,4,1,3
165,1,1,3,614,467,1,13,46,97,4,0,0
235,1,3,0,1378,44,1,67,46,8,4,1,4
507,0,4,3,2312,4410,1,95,57,25,4,0,2
97,2,4,2,3585,2362,0,81,85,49,3,1,0
248,1,2,3,1332,2067,0,20,67,30,2,0,2
513,1,4,1,4244,3344,0,78,16,28,3,1,1
212,1,2,0,2444,4745,0,15,65,63,2,1,2
159,2,2,0,628,2524,1,55,77,81,2,0,4
745,0,3,1,2545,4375,0,49,95,42,2,1,4
920,0,4,2,1880,3361,0,91,64,42,3,0,4
188,2,1,1,2250,4790,0,45,50,34,4,1,4
254,2,2,2,734,4335,0,21,92,51,1,0,0
661,2,3,0,1568,2212,0,57,41,24,1,0,2
519,2,1,0,1932,4943,0,84,79,48,2,1,2
533,0,4,0,2149,285,0,36,20,68,1,0,3
749,0,0,2,1282,452,0,0,4,31,1,1,2
74,1,0,3,1024,3419,0,82,16,0,2,0,0
163,0,3,3,567,3341,1,60,94,79,1,1,2
520,1,0,3,4474,4601,0,80,49,15,0,0,4
292,0,3,1,2276,4254,0,19,22,75,2,0,4
902,2,1,2,1849,940,0,14,72,49,4,1,2
236,1,3,2,348,886,0,16,27,75,0,0,0
472,2,4,0,237,1046,1,85,9,44,2,0,2
326,0,1,2,2898,1458,0,35,22,0,1,1,2
424,1,3,0,54,2594,1,34,56,92,4,1,1
280,0,2,2,2194,761,0,12,98,67,0,0,1
981,0,4,3,624,24,0,64,34,33,2,1,1
556,0,2,1,264,1144,1,3,11,83,4,0,4
63,0,2,3,311,2584,0,81,73,84,2,0,3
561,1,4,1,1864,1711,0,54,9,98,3,0,2
570,2,0,0,1883,1561,1,75,95,47,1,0,3
369,2,3,2,4631,4467,1,57,80,53,3,1,3
714,0,2,2,2688,642,1,79,77,48,1,1,1
263,2,1,3,2584,2263,0,71,82,12,2,1,4
320,2,0,2,694,506,1,48,39,86,2,0,0
176,0,3,1,4517,4694,0,98,84,4,4,0,1
235,0,1,1,4859,1189,0,12,46,35,4,0,1
661,0,4,2,2805,458,0,46,33,17,3,0,1
478,0,4,0,2016,765,1,80,61,21,3,0,2
911,1,2,0,4691,2225,1,98,29,60,3,1,1
243,0,4,0,1244,4709,1,89,83,85,4,1,1
644,1,4,1,3226,394,0,28,31,41,0,1,4
819,1,0,3,3325,676,1,29,54,16,4,0,4
304,0,1,2,3032,1337,1,79,29,88,0,0,1
917,1,0,3,4028,906,0,38,73,59,2,0,3
713,2,0,0,4977,2742,0,70,10,48,3,1,1
9,1,3,3,3513,4397,0,91,86,29,4,0,4
80,1,4,2,3893,4688,1,84,34,46,0,0,1
64,2,0,3,3186,471,1,15,63,61,2,0,1
327,0,1,3,2137,1414,1,84,34,3,0,0,2
920,2,1,1,551,4911,1,50,56,59,1,0,1
574,1,1,1,4914,441,0,34,8,76,2,1,3
362,2,3,1,2903,3994,0,42,17,34,4,1,2
727,2,4,1,723,1831,0,57,27,55,1,1,0
883,2,0,3,1275,2071,0,3,45,43,0,0,2
812,2,4,0,4123,1966,0,99,27,57,4,1,4
302,1,1,2,1662,2766,0,80,79,40,4,0,1
736,1,2,1,585,96,0,73,5,51,4,1,0
568,1,1,1,1583,989,1,90,71,34,2,0,0
447,0,1,0,608,2172,1,82,3,14,3,0,1
612,0,4,0,897,4786,1,14,60,34,2,0,4
448,2,2,3,2862,4597,1,51,21,48,4,0,3
774,1,1,0,1143,1552,1,29,60,68,1,0,2
569,0,2,2,1133,4872,0,60,63,81,0,1,2
261,0,2,0,4650,4294,1,17,92,48,0,0,1
633,1,2,2,3182,3236,0,24,8,9,3,1,1
506,0,1,1,849,2542,0,15,81,58,3,1,4
36,1,3,2,4727,452,0,76,48,28,2,1,4
437,1,0,3,2299,2777,0,62,76,23,4,0,0
26,0,3,2,2123,2128,1,71,58,13,4,0,4
405,0,0,0,1608,3698,1,62,99,12,4,1,0
618,1,4,2,1832,2567,1,2,0,41,4,1,3
935,2,4,3,1191,3121,0,30,54,59,2,0,0
691,1,3,2,4702,1605,1,20,7,9,0,0,1
661,0,2,2,3307,1830,0,10,23,46,1,0,0
224,2,3,1,3063,3570,0,72,36,24,3,1,0
470,1,0,3,1922,244,1,46,6,62,1,1,0
95,2,4,0,4389,2667,0,8,43,18,0,1,3
660,1,3,2,1320,2029,0,89,42,92,1,0,4
189,1,4,3,4900,1126,0,86,94,0,1,0,3
116,1,0,0,649,146,0,60,81,83,3,1,4
232,0,2,3,1847,1896,1,55,78,33,2,0,4
62,1,0,0,2932,1002,0,13,45,99,2,1,4
276,2,2,1,4147,3101,1,1,80,25,0,0,4
860,0,3,2,3803,2717,0,69,43,49,2,1,2
418,2,4,2,4365,1250,0,35,54,88,4,0,4
648,0,1,1,4428,3697,0,47,60,38,0,0,0
366,1,1,1,3381,3010,1,88,98,86,1,1,0
14,1,4,3,2329,3751,1,75,22,53,0,1,1
234,1,3,2,4844,682,0,3,38,65,4,0,1
354,1,1,1,2488,1966,0,43,74,34,4,0,2
423,1,0,0,4122,2414,1,0,31,9,3,0,0
716,0,0,2,2668,3043,1,85,8,72,1,1,0
160,2,0,2,2154,1582,1,13,20,74,0,1,0
720,1,0,3,3801,1139,1,72,18,6,3,1,2
293,0,3,3,571,2172,0,68,58,83,3,0,3
496,2,4,3,2574,963,0,63,20,58,1,0,3
837,0,1,1,2029,2166,1,57,89,81,1,1,1
748,2,3,0,4536,3458,1,94,75,27,3,0,2
945,2,0,0,4466,4537,0,52,69,83,0,0,2
792,0,2,0,3794,869,0,7,75,27,0,0,3
890,2,0,3,2504,501,1,57,93,75,1,0,1
946,1,0,2,1856,3297,0,59,8,32,3,1,0
717,2,1,2,919,3747,1,83,10,42,0,1,2
586,1,0,1,2777,1660,0,15,98,51,2,0,2
649,1,1,3,1771,2745,1,15,71,6,0,0,3
763,1,1,2,3540,2915,1,25,94,7,4,1,1
123,1,3,2,485,1255,0,86,18,5,3,0,2
387,0,2,1,4652,2837,1,65,70,10,2,0,1
26,1,1,3,1278,2856,0,16,35,56,2,0,4
79,1,4,3,1726,4221,1,3,79,66,4,0,2
164,2,0,1,189,2727,1,40,50,22,3,1,4
811,2,2,0,2187,1671,1,84,51,47,3,1,3
833,0,3,1,3532,2661,0,1,22,75,3,0,3
293,0,3,2,1092,1086,0,67,30,89,1,0,4
717,2,2,1,99,1,1,5,90,18,0,0,3
875,2,2,3,4528,2965,1,88,22,72,1,1,2
312,0,1,3,271,997,1,51,87,33,4,0,3
610,0,2,0,427,3275,1,50,33,26,0,1,4
323,1,0,3,1296,2364,1,85,93,12,2,1,1
485,0,3,0,3464,326,1,57,26,1,4,0,4
172,0,4,2,1000,3445,0,46,91,67,4,1,1
401,1,0,2,2556,4684,1,35,83,6,4,1,1
801,2,0,2,3390,3395,1,4,74,74,2,1,0
837,2,0,0,2989,3240,1,84,53,65,0,1,0
436,1,0,1,1832,2850,0,42,92,1,1,1,4
281,1,0,0,4637,2088,1,33,94,53,1,1,0
903,0,4,2,4499,1027,1,92,20,94,2,0,2
63,1,4,1,139,883,0,78,26,7,3,1,2
769,0,3,2,2600,103,0,54,65,45,2,1,0
547,2,2,3,669,1567,1,33,33,51,1,0,3
831,0,4,3,4648,541,1,42,0,31,0,0,1
349,2,2,2,4061,2251,1,45,56,72,1,0,1
370,0,2,2,347,1155,0,1,80,13,1,1,3
587,1,0,3,1646,1269,1,87,47,43,0,0,3
352,0,4,2,4383,4998,1,40,64,43,4,1,2
446,2,3,2,4596,4682,1,86,79,21,1,1,4
38,0,4,0,384,2080,0,38,3,24,3,0,1
577,2,4,0,3402,3446,0,98,30,36,1,1,2
294,1,4,2,840,50,0,66,83,86,2,1,0
908,1,1,1,3324,3802,1,33,18,98,0,0,4
444,0,3,0,4683,420,0,99,74,96,0,0,1
690,2,0,3,245,2192,0,53,83,1,1,0,4
658,0,4,1,4437,2656,0,84,34,43,3,1,1
708,0,2,2,2484,3064,0,26,86,53,1,0,0
809,1,3,3,1991,2859,1,13,36,90,0,1,0
701,0,2,1,3734,4825,0,54,84,65,3,0,2
288,0,0,3,1178,954,1,96,69,64,0,1,2
74,0,2,2,3956,1596,1,27,77,50,0,1,1
649,2,3,0,4099,1125,0,76,84,46,4,0,0
9,2,0,1,186,4741,1,99,59,37,4,0,3
535,1,2,3,1725,1228,1,38,87,51,1,0,1
641,1,0,1,3769,3538,0,89,74,45,2,1,2
337,1,0,1,2260,97,1,15,68,28,4,1,0
142,0,4,2,489,1811,0,84,97,10,0,0,4
684,0,0,0,698,1219,1,89,33,51,0,1,4
632,2,2,2,300,1777,1,35,25,26,3,0,4
926,2,4,0,641,1024,1,35,83,21,0,1,3
522,1,1,2,801,370,1,12,48,0,0,1,3
160,2,3,0,2541,3039,0,42,63,67,0,0,3
325,2,4,3,2214,2163,0,80,47,30,3,0,0
317,0,4,1,1519,3945,1,2,24,59,0,1,4
21,0,0,2,4256,1405,1,72,10,84,4,1,1
415,1,2,2,1110,3875,1,17,85,61,2,0,0
36,1,0,1,1075,4455,0,21,21,47,3,1,1
209,0,0,0,4355,109,1,27,78,5,4,1,4
607,2,3,2,4906,2668,0,16,69,15,2,1,2
874,1,1,3,4024,969,1,66,91,93,2,1,2
556,0,4,0,955,894,1,26,28,0,1,1,1
585,0,1,0,3518,1953,1,14,47,66,4,1,0
727,1,0,0,2189,1788,0,35,35,41,2,0,4
482,2,1,2,205,947,1,75,55,7,2,1,1
641,2,2,0,383,3371,0,61,25,69,0,0,1
190,2,3,2,2970,2742,0,87,35,36,2,1,2
689,1,4,0,759,2997,0,44,10,36,2,1,2
636,0,4,0,3970,2346,1,57,99,25,1,0,3
351,0,1,3,3838,25,1,12,20,53,3,1,1
304,2,3,2,4519,4970,0,34,39,45,0,0,2
961,2,4,1,888,3120,0,67,2,29,2,1,3
391,1,0,1,2764,4104,1,95,81,68,0,1,2
65,0,4,1,1665,2198,1,84,54,91,3,1,1
653,0,1,3,4839,1888,1,18,71,68,0,1,1
23,2,2,0,2031,4984,0,5,52,1,4,0,4
530,2,3,3,2049,1395,0,45,66,60,4,1,1
848,2,4,1,4027,2538,1,30,5,51,2,1,0
885,2,1,0,3842,2069,1,77,77,22,0,1,1
857,1,0,2,1381,3296,1,90,83,19,3,0,3
31,0,0,2,2854,799,0,28,3,10,4,0,4
545,2,2,1,3292,4996,1,41,86,69,1,1,2
868,1,1,1,4757,545,0,90,12,16,3,0,4
327,1,3,2,4570,731,0,61,90,0,2,1,1
816,1,4,3,2556,1876,0,17,7,32,0,0,3
811,2,3,3,2506,680,1,0,78,50,1,0,0
821,0,1,3,1211,4242,0,19,79,70,1,1,3
996,0,3,0,4545,4985,0,52,99,99,1,0,4
85,0,1,2,2,3856,0,82,66,51,2,1,1
453,0,3,1,1619,1943,0,9,45,97,0,0,0
615,1,0,1,2866,2147,1,69,77,5,0,0,2
651,2,4,3,2154,2375,0,49,8,34,2,0,0
120,1,2,1,4360,975,0,74,69,23,0,0,4
788,2,4,1,3163,60,0,42,90,29,4,1,3
921,1,0,1,4471,2273,0,19,38,69,4,1,2
338,2,4,2,1412,460,0,50,90,64,1,1,1
672,0,1,1,3668,187,0,2,52,88,3,1,0
371,2,3,2,48,3798,1,56,89,50,1,0,3
207,0,4,2,3340,1443,1,11,13,66,1,1,4
528,0,1,3,3049,4018,0,48,41,47,2,1,2
693,2,1,3,2796,1425,0,38,23,37,3,1,3
204,1,0,2,1439,1843,0,15,49,1,2,1,1
427,0,4,0,2930,3006,1,22,94,3,0,0,0
270,2,0,2,340,1301,1,28,64,60,1,0,0
213,2,4,2,883,3480,0,27,83,92,3,1,0
663,2,0,3,608,1305,0,48,27,31,3,0,1
315,0,2,3,1271,4665,0,42,68,77,2,1,1
858,2,3,1,4823,689,0,44,29,58,4,1,0
134,0,2,3,3938,4036,1,34,80,77,1,0,1
265,1,4,1,2994,3277,1,50,70,19,4,0,4
190,2,2,1,349,2919,0,92,4,42,4,1,0
385,2,1,3,1489,2376,1,24,1,68,0,0,2
869,0,1,2,3483,4196,1,58,2,4,0,1,3
35,0,4,3,3401,1548,0,15,28,53,2,1,1
709,1,4,1,1435,4239,1,45,80,35,3,0,0
17,2,1,0,3780,2218,0,71,54,68,0,1,4
309,0,4,2,818,1284,1,97,74,13,1,1,3
420,1,4,0,1609,3971,1,35,72,90,3,1,0
996,1,2,0,746,4429,1,81,36,58,0,1,0
64,2,0,3,3649,3386,0,91,97,62,1,0,2
796,0,1,1,4309,2741,0,9,92,45,3,0,4
627,1,3,3,2627,1965,0,92,46,47,0,0,4
88,0,0,0,1523,2895,1,19,78,9,1,1,0
83,0,2,2,2370,2064,1,23,31,0,3,1,4
905,2,3,3,1520,3006,1,68,20,88,0,0,1
575,0,4,2,3489,1836,0,52,25,89,3,1,1
270,2,4,1,849,4345,1,37,33,10,0,1,1
129,2,2,3,3794,4349,0,4,10,38,2,0,0
943,2,1,3,1810,670,1,92,18,45,0,1,3
719,0,4,0,3482,299,1,64,63,59,0,0,4
10,1,3,3,1705,130,0,85,55,62,1,0,3
554,2,0,3,231,2994,1,38,43,36,3,0,1
709,2,3,1,4566,723,1,60,54,34,0,1,4
668,2,4,1,3435,687,0,70,22,69,4,1,1
256,2,2,1,3719,1982,0,57,93,26,1,1,1
183,0,1,1,3832,3386,1,40,70,97,4,0,4
365,0,0,3,288,976,0,70,66,67,0,0,1
929,1,3,2,157,3651,1,65,91,71,2,0,0
745,0,4,0,3966,1126,0,71,21,85,1,1,4
195,0,2,1,1177,1541,1,92,82,65,2,0,2
203,2,1,3,704,7,1,83,71,45,2,1,2
937,1,4,1,4825,3504,0,49,45,30,4,0,3
551,0,2,1,2862,2001,0,4,45,43,0,0,1
168,0,4,0,2945,4402,0,32,25,58,1,1,0
436,1,2,2,1119,4892,1,5,62,92,2,0,3
780,0,1,2,2645,44,0,85,75,75,4,1,2
740,1,3,1,4369,2076,0,19,36,56,2,1,3
294,1,3,2,3736,711,1,2,68,84,2,0,4
179,2,3,2,263,1109,0,81,6,18,4,0,0
131,0,3,3,31,2249,0,8,7,17,0,1,0
36,0,3,3,3710,4914,1,42,0,87,2,1,1
162,1,4,3,537,1221,1,8,41,85,2,0,1
262,1,1,1,3525,3846,1,6,12,46,3,0,1
837,0,2,2,1126,4004,1,69,88,92,1,0,4
573,1,0,0,2135,981,0,53,38,39,1,1,3
525,0,1,0,3306,1740,0,5,83,60,3,0,4
212,2,3,2,4258,4493,0,64,47,89,1,1,3
554,2,0,0,3595,3866,0,7,67,44,4,0,3
646,1,3,1,2120,2332,0,57,23,9,3,0,3
952,1,3,0,1408,190,1,57,37,21,3,1,4
168,1,1,1,1553,443,1,38,82,91,4,1,0
746,2,3,0,36,849,1,37,87,29,0,1,3
224,1,1,3,965,717,0,32,44,61,0,1,0
545,0,1,3,1313,789,1,23,74,89,2,0,0
45,2,3,3,3152,747,1,98,24,25,0,1,2
190,1,3,0,3388,653,0,55,12,85,2,0,1
435,2,3,0,4807,1710,0,81,1,28,1,1,1
511,0,0,1,1273,1067,0,36,92,33,4,1,4
107,2,1,0,2556,3084,0,22,16,70,4,1,4
935,0,2,3,1431,1438,1,64,34,82,1,0,0
840,1,1,3,3877,2214,1,28,73,52,4,0,0
28,2,0,1,63,3081,0,94,93,11,4,0,0
